ST_CASE,VEH_NO,PER_NO,P1,P2,P3,P4,P5,P6,P7,P8,P9,P10
220114,1,1,0,0,0,0,0,0,0,0,0,0
220114,2,1,0,0,0,0,0,0,0,0,0,0
220114,3,1,0,0,0,0,0,0,0,0,0,0
220115,1,1,7,7,7,7,7,7,7,7,7,7
220115,2,1,0,0,0,0,0,0,0,0,0,0
220116,1,1,0,0,0,0,0,0,0,0,0,0
220117,0,1,8,8,8,8,8,8,8,8,8,8
220117,1,1,14,0,0,0,0,0,0,0,26,0
220118,1,1,14,14,14,14,14,14,14,14,14,14
220119,1,1,22,22,22,22,22,22,22,22,22,22
220120,1,1,0,0,0,0,0,0,0,0,0,0
220121,1,1,0,0,0,0,0,0,0,0,0,0
220121,2,1,0,0,0,0,0,0,0,0,0,0
220122,0,1,22,22,22,22,22,22,22,22,22,22
220122,1,1,0,0,0,0,0,0,0,0,0,0
220123,1,1,0,0,0,0,0,0,0,0,0,0
220123,2,1,0,0,0,0,0,0,0,0,0,0
220124,1,1,0,0,0,0,0,0,0,0,0,0
220124,2,1,0,0,0,0,0,0,0,0,0,0
220125,1,1,6,6,6,6,6,6,6,6,6,6
220126,1,1,0,0,0,0,0,0,0,0,0,0
220127,1,1,0,0,0,0,0,0,0,0,0,0
220128,0,1,0,0,0,0,0,0,0,0,0,0
220128,1,1,0,0,0,0,0,0,0,0,0,0
220129,1,1,0,0,0,0,0,0,0,0,0,0
220130,1,1,21,21,21,21,21,21,21,21,21,21
220130,2,1,0,0,0,0,0,0,0,0,0,0
220131,1,1,0,0,0,0,0,0,0,0,0,0
220131,2,1,0,0,3,0,17,0,5,36,0,0
220132,0,1,0,0,7,8,14,0,0,0,0,0
220132,1,1,0,0,0,0,0,0,0,0,0,0
220133,1,1,0,0,0,0,0,0,0,0,0,0
220133,2,1,0,0,0,0,0,0,0,0,0,0
220135,1,1,0,0,0,0,0,0,0,0,0,0
220135,2,1,0,7,14,0,0,0,0,0,0,0
220135,3,1,0,0,0,4,0,0,0,0,19,0
220136,1,1,14,14,14,14,14,14,14,14,14,14
220136,2,1,0,0,0,0,0,0,0,0,0,0
220137,1,1,0,0,0,0,0,0,0,0,0,0
220138,1,1,0,0,0,0,0,0,0,0,0,0
220138,2,1,0,0,0,0,0,0,0,0,0,0
220139,1,1,20,20,20,20,20,20,20,20,20,20
220140,0,1,15,15,15,15,15,15,15,15,15,15
220140,1,1,0,0,0,0,0,0,0,0,0,0
220141,1,1,0,0,0,0,0,0,0,0,0,0
220142,1,1,0,0,0,0,0,0,0,0,0,0
220143,0,1,0,0,0,0,0,0,0,0,0,0
220143,1,1,0,0,4,0,0,0,0,0,0,0
220144,1,1,0,0,0,0,0,0,0,0,0,0
220145,1,1,0,0,0,0,0,0,0,0,0,0
220146,0,1,12,0,0,0,0,9,0,0,0,0
220146,1,1,0,14,13,7,0,0,9,19,5,15
220147,1,1,44,0,17,20,11,15,0,19,26,9
220148,1,1,38,38,38,38,38,38,38,38,38,38
220148,2,1,0,0,0,0,0,0,0,0,0,0
220149,1,1,0,0,0,0,0,0,0,0,0,0
220149,2,1,0,0,0,0,0,0,0,0,0,0
220150,1,1,0,0,0,0,0,0,0,0,0,0
220151,1,1,0,0,0,0,0,0,0,0,0,0
220151,2,1,0,0,0,0,0,0,0,0,0,0
220151,3,1,0,0,0,0,0,0,0,0,0,0
220151,4,1,0,0,0,0,0,0,0,0,0,0
220152,1,1,0,0,0,0,0,0,0,0,0,0
220153,2,1,1,1,1,1,1,1,1,1,1,1
220154,1,1,0,0,0,0,0,0,0,0,0,0
220155,1,1,0,0,0,0,0,0,0,0,0,0
220155,2,1,0,0,0,0,0,0,0,0,0,0
220155,3,1,0,0,0,0,0,0,0,0,0,0
220155,4,1,0,0,0,0,0,0,0,0,0,0
220156,0,1,0,0,0,0,0,0,28,0,0,0
220156,1,1,0,0,0,0,0,0,0,0,0,0
220157,0,1,0,0,0,0,0,0,0,0,0,0
220157,1,1,0,0,0,0,0,0,0,0,0,0
220158,1,1,0,0,0,0,0,0,0,0,0,0
220158,2,1,0,0,0,0,0,0,0,0,0,0
220159,1,1,0,0,0,0,0,0,0,0,0,0
220159,2,1,0,0,0,0,0,0,0,0,0,0
220160,1,1,20,20,20,20,20,20,20,20,20,20
220161,1,1,19,19,19,19,19,19,19,19,19,19
220162,1,1,0,0,0,0,0,0,0,0,0,0
220162,2,1,0,0,0,0,0,0,0,0,0,0
220163,1,1,0,0,0,0,0,0,0,0,0,0
220163,2,1,0,0,0,0,0,0,0,0,0,0
220164,1,1,0,0,0,0,0,0,0,0,0,0
220164,2,1,0,0,0,0,0,0,0,0,0,0
220164,3,1,0,0,0,0,0,0,0,0,0,0
220165,0,1,0,0,0,0,0,0,0,0,0,0
220165,1,1,0,0,0,0,0,0,0,0,0,0
220166,0,1,0,0,0,0,0,0,0,0,0,0
220166,1,1,0,0,0,0,0,0,0,0,0,0
220167,1,1,0,0,0,0,0,0,0,0,0,0
220167,2,1,0,0,0,0,0,0,0,0,0,0
220168,1,1,0,0,0,0,0,0,0,0,0,0
220168,2,1,0,0,0,0,0,0,0,0,0,0
220169,1,1,5,5,5,5,5,5,5,5,5,5
220170,1,1,0,0,0,0,0,0,0,0,0,0
220170,2,1,0,0,0,0,0,0,0,0,0,0
220171,0,1,0,0,0,0,0,0,0,0,0,0
220171,1,1,0,0,0,0,0,0,0,0,0,0
220173,0,1,15,15,15,15,15,15,15,15,15,15
220173,1,1,0,0,0,0,0,0,0,0,0,0
220174,1,1,20,20,20,20,20,20,20,20,20,20
220174,2,1,2,14,0,0,0,0,0,0,0,0
220175,0,1,0,0,0,0,0,0,0,0,0,0
220175,1,1,0,0,0,0,0,0,0,0,0,0
220176,0,1,0,0,0,0,0,0,0,0,0,0
220176,1,1,0,0,0,0,0,0,0,0,0,0
220177,1,1,0,0,0,0,0,0,0,0,0,0
220177,2,1,0,0,0,0,0,0,0,0,0,0
220178,1,1,0,0,0,0,0,0,0,0,0,0
220179,1,1,0,0,0,0,0,0,0,0,0,0
220179,2,1,0,0,0,0,0,0,0,0,0,0
220180,1,1,24,24,24,24,24,24,24,24,24,24
220180,2,1,3,2,14,14,0,7,0,28,4,8
220181,0,1,16,16,16,16,16,16,16,16,16,16
220181,1,1,0,0,0,0,0,0,0,0,0,0
220182,1,1,0,0,0,0,0,0,0,0,0,0
220183,1,1,0,0,0,0,0,0,0,0,0,0
220183,2,1,0,0,0,0,0,0,0,0,0,0
220184,1,1,0,0,0,0,0,0,0,0,0,0
220185,1,1,0,0,0,0,0,0,0,0,0,0
220186,1,1,0,0,0,0,0,0,0,0,0,0
220186,2,1,0,0,0,0,0,0,0,0,0,0
220187,0,1,24,24,24,24,24,24,24,24,24,24
220187,1,1,9,0,0,0,9,12,0,21,0,0
220188,1,1,4,4,4,4,4,4,4,4,4,4
220188,2,1,0,0,0,0,0,0,0,0,0,0
220188,3,1,0,0,0,0,0,0,0,0,0,0
220189,0,1,18,18,18,18,18,18,18,18,18,18
220189,1,1,0,16,14,16,0,0,0,27,5,0
220190,1,1,0,0,0,0,0,0,0,0,0,0
220191,1,1,0,0,0,0,0,0,0,0,0,0
220191,2,1,0,0,0,0,0,0,0,0,0,7
220192,1,1,0,0,0,0,0,0,0,0,0,0
220193,0,1,20,0,17,0,11,0,0,9,0,0
220193,0,2,0,0,0,0,0,0,0,0,0,0
220193,1,1,0,0,0,0,0,0,0,0,0,0
220194,0,1,14,14,14,14,14,14,14,14,14,14
220194,1,1,0,0,0,0,0,0,0,0,8,0
220195,1,1,5,5,5,5,5,5,5,5,5,5
220195,2,1,0,0,0,0,0,0,0,0,0,0
220196,1,1,17,17,17,17,17,17,17,17,17,17
220196,2,1,0,0,0,0,0,0,0,0,0,0
220197,1,1,0,0,0,0,0,0,0,0,0,0
220198,0,1,3,3,3,3,3,3,3,3,3,3
220198,1,1,0,0,0,0,0,0,0,0,0,0
220199,1,1,0,0,0,0,0,0,0,0,0,0
220200,0,1,32,32,32,32,32,32,32,32,32,32
220200,1,1,0,0,0,0,0,0,0,0,0,0
220201,1,1,19,19,19,19,19,19,19,19,19,19
220202,1,1,20,20,20,20,20,20,20,20,20,20
220202,2,1,0,0,0,0,0,0,0,0,0,0
220202,3,1,0,0,0,0,0,0,0,0,0,0
220203,1,1,0,0,0,0,0,0,0,0,0,0
220203,2,1,0,0,0,0,0,0,0,0,0,0
220204,0,1,32,32,32,32,32,32,32,32,32,32
220204,1,1,0,0,0,0,0,0,0,0,0,0
220205,1,1,0,0,0,0,0,0,0,0,0,0
220205,2,1,0,0,0,0,0,0,0,0,0,0
220205,3,1,0,0,0,0,0,0,0,0,0,0
220206,1,1,0,0,0,0,0,0,0,0,0,0
220207,1,1,0,0,0,0,0,0,0,0,0,0
220207,2,1,0,0,0,0,0,0,0,0,0,0
220207,3,1,0,0,0,0,0,0,0,0,0,0
220207,4,1,0,0,0,0,0,0,0,0,0,0
220207,5,1,0,0,0,0,0,0,0,0,0,0
220208,1,1,2,2,2,2,2,2,2,2,2,2
220209,1,1,0,0,0,0,0,0,0,0,0,0
220209,2,1,0,0,0,0,0,0,0,0,0,0
220210,1,1,15,15,15,15,15,15,15,15,15,15
220211,1,1,26,26,26,26,26,26,26,26,26,26
220212,1,1,15,15,15,15,15,15,15,15,15,15
220213,1,1,23,23,23,23,23,23,23,23,23,23
220214,1,1,0,0,0,0,0,0,0,0,0,0
220214,2,1,16,16,16,16,16,16,16,16,16,16
220215,1,1,0,0,0,0,0,0,0,0,0,0
220216,1,1,0,0,0,0,0,0,0,0,0,0
220217,1,1,0,0,0,0,0,0,0,0,0,0
220217,2,1,0,0,0,0,0,0,0,0,0,0
220218,1,1,0,0,0,0,0,0,0,0,0,0
220218,2,1,0,0,0,0,0,0,0,0,0,0
220219,1,1,20,20,20,20,20,20,20,20,20,20
220219,2,1,0,0,0,0,0,0,0,0,0,0
220220,1,1,5,5,5,5,5,5,5,5,5,5
220221,1,1,0,0,0,0,0,0,0,0,0,0
220221,2,1,0,0,0,0,0,0,0,0,0,0
220221,3,1,0,0,0,0,0,0,0,0,0,0
220222,0,1,0,0,0,0,0,0,0,0,0,0
220222,1,1,0,0,0,0,0,0,0,0,0,0
220223,1,1,17,17,17,17,17,17,17,17,17,17
220224,1,1,35,35,35,35,35,35,35,35,35,35
220224,2,1,0,0,0,12,0,9,0,0,0,4
220225,1,1,11,20,0,0,0,0,0,9,26,32
220226,1,1,0,0,0,0,0,0,0,0,0,0
220226,2,1,0,0,0,0,0,0,0,0,0,54
220226,3,1,0,0,0,0,0,0,0,0,0,0
220226,4,1,0,0,0,0,0,0,0,0,0,0
220226,5,1,0,0,0,0,0,0,0,0,0,0
220227,1,1,0,0,0,0,0,0,0,0,0,0
220228,0,1,0,0,0,0,0,0,0,0,0,0
220228,1,1,0,0,0,0,0,0,0,0,0,0
220229,1,1,21,21,21,21,21,21,21,21,21,21
220230,0,1,0,0,0,0,0,0,0,0,0,0
220230,1,1,0,0,0,0,0,0,0,0,0,0
220230,4,1,0,0,0,4,0,0,0,13,0,0
220231,1,1,0,0,0,0,0,0,0,0,0,0
220231,2,1,2,2,2,2,2,2,2,2,2,2
220232,1,1,20,20,20,20,20,20,20,20,20,20
220232,2,1,0,0,0,0,0,0,0,0,0,0
220233,1,1,1,1,1,1,1,1,1,1,1,1
220234,1,1,0,0,0,0,0,0,0,0,0,0
220234,2,1,0,0,0,0,0,0,0,0,0,0
220235,0,1,23,23,23,23,23,23,23,23,23,23
220235,1,1,8,8,8,8,8,8,8,8,8,8
220236,1,1,8,8,8,8,8,8,8,8,8,8
220236,2,1,0,0,0,0,0,12,0,0,0,0
220237,1,1,0,0,0,0,0,0,0,0,0,0
220237,2,1,0,0,0,0,0,0,0,0,0,0
220238,1,1,0,0,0,0,0,0,0,0,0,0
220239,1,1,0,0,0,0,0,0,0,0,0,0
220239,2,1,0,0,0,0,0,0,0,0,0,0
220239,3,1,0,0,0,0,0,0,0,0,0,0
220240,1,1,0,0,0,0,0,0,0,0,0,0
220240,2,1,0,0,0,0,0,0,0,0,0,0
220241,1,1,0,0,0,0,0,0,0,0,0,0
220242,0,1,0,0,0,0,0,0,0,0,0,0
220242,1,1,0,0,0,0,0,0,0,0,0,0
220243,1,1,39,39,39,39,39,39,39,39,39,39
220244,1,1,0,0,0,0,0,0,0,0,0,0
220244,2,1,0,0,0,0,0,0,0,0,0,0
220245,1,1,3,3,3,3,3,3,3,3,3,3
220245,2,1,0,0,0,0,0,0,0,0,0,0
220246,0,1,23,23,23,23,23,23,23,23,23,23
220246,1,1,0,0,0,0,0,0,0,0,0,0
220247,1,1,21,21,21,21,21,21,21,21,21,21
220248,1,1,0,0,0,0,0,0,0,0,0,0
220248,2,1,6,6,6,6,6,6,6,6,6,6
220249,1,1,0,0,0,0,0,0,19,0,0,0
220250,1,1,15,15,15,15,15,15,15,15,15,15
220250,2,1,0,0,0,0,0,0,0,0,0,0
220251,1,1,11,11,11,11,11,11,11,11,11,11
220251,2,1,0,0,0,0,0,0,0,0,0,0
220252,1,1,0,0,0,0,0,0,0,0,0,0
220253,1,1,0,0,0,0,0,0,0,0,0,0
220254,1,1,0,0,0,0,0,0,16,0,0,0
220255,1,1,22,22,22,22,22,22,22,22,22,22
220255,2,1,0,0,0,0,0,0,0,0,0,0
220256,1,1,16,16,16,16,16,16,16,16,16,16
220257,0,1,0,0,0,0,0,0,0,0,0,0
220257,1,1,14,14,14,14,14,14,14,14,14,14
220258,1,1,0,0,0,0,0,0,0,0,0,0
220259,1,1,0,0,0,0,0,0,0,0,0,0
220260,2,1,0,19,0,0,20,0,0,0,0,0
220260,3,1,0,0,0,0,0,0,0,0,0,0
220260,4,1,0,25,0,0,16,0,0,0,0,0
220260,5,1,0,0,0,0,0,0,0,0,0,0
220261,1,1,18,18,18,18,18,18,18,18,18,18
220261,2,1,0,0,0,0,0,0,0,0,0,0
220261,3,1,0,0,0,0,0,0,0,0,0,0
220261,4,1,0,0,0,0,0,0,0,0,0,0
220262,0,1,30,30,30,30,30,30,30,30,30,30
220262,1,1,0,0,0,0,12,0,0,0,0,12
220263,1,1,15,15,15,15,15,15,15,15,15,15
220264,1,1,0,0,0,0,0,0,0,0,0,0
220265,1,1,0,0,0,0,0,0,0,0,0,0
220265,2,1,0,0,0,0,0,0,0,0,0,0
220266,1,1,12,12,12,12,12,12,12,12,12,12
220266,2,1,0,0,0,0,0,0,0,0,0,0
220267,1,1,3,3,3,3,3,3,3,3,3,3
220268,1,1,0,0,0,0,0,0,0,0,0,0
220268,2,1,0,0,0,0,0,0,0,0,0,0
220269,1,1,0,0,0,0,0,0,0,0,0,0
220269,2,1,0,0,0,0,0,0,0,0,0,0
220270,0,1,0,0,0,0,0,0,0,0,0,0
220270,0,2,0,0,0,0,0,0,0,0,0,0
220270,0,3,0,0,0,0,0,0,0,0,0,0
220270,1,1,0,0,0,0,0,0,0,0,0,0
220271,0,1,28,22,12,34,24,25,32,0,16,0
220271,1,1,0,0,0,0,0,0,0,0,0,0
220273,0,1,0,31,0,0,28,25,20,23,0,52
220273,1,1,5,5,5,5,5,5,5,5,5,5
220274,1,1,0,0,0,0,0,0,0,0,0,0
220274,2,1,0,0,0,0,0,0,0,0,0,0
220275,1,1,2,2,2,2,2,2,2,2,2,2
220275,2,1,2,2,2,2,2,2,2,2,2,2
220276,1,1,0,0,0,0,0,0,0,0,0,0
220277,1,1,0,0,0,0,0,0,0,0,0,0
220277,2,1,0,0,0,0,0,0,0,0,0,0
220278,0,1,0,0,0,0,0,0,0,0,0,0
220278,1,1,0,0,0,0,0,0,0,0,0,0
220279,1,1,0,0,0,0,0,0,0,0,0,0
220279,2,1,0,0,0,0,9,0,0,0,0,0
220280,1,1,0,0,0,0,0,0,0,0,0,0
220281,0,1,13,13,13,13,13,13,13,13,13,13
220281,1,1,0,0,0,0,0,0,0,0,0,0
220282,1,1,14,14,14,14,14,14,14,14,14,14
220283,1,1,25,25,25,25,25,25,25,25,25,25
220284,1,1,0,0,0,0,0,0,0,0,0,0
220284,2,1,0,0,0,0,0,0,0,0,0,0
220285,1,1,0,0,0,0,0,0,0,0,0,0
220286,1,3,0,0,0,0,0,0,25,0,17,25
220287,0,1,17,17,17,17,17,17,17,17,17,17
220287,1,1,0,0,5,0,0,0,16,12,0,0
220288,0,1,0,0,0,0,0,0,0,0,0,0
220288,1,1,0,0,0,0,0,0,0,0,0,0
220289,1,1,0,0,0,0,0,0,0,0,0,0
220289,2,1,0,0,0,0,0,0,0,0,0,0
220289,3,1,0,0,0,5,0,0,0,0,23,0
220289,4,1,0,0,0,0,0,0,0,0,0,0
220289,5,1,0,15,0,0,0,0,12,0,0,0
220290,1,1,27,27,27,27,27,27,27,27,27,27
220291,1,1,7,7,7,7,7,7,7,7,7,7
220292,1,1,11,11,11,11,11,11,11,11,11,11
220293,1,1,0,0,0,0,0,0,0,0,0,0
220294,1,1,0,0,0,0,0,11,0,13,0,0
220294,2,1,0,0,0,0,0,0,0,0,0,0
220295,0,1,22,22,22,22,22,22,22,22,22,22
220295,1,1,0,0,0,0,0,0,0,0,0,0
220296,0,1,0,0,0,0,0,0,0,0,0,0
220296,1,1,0,0,0,0,0,0,0,0,0,0
220297,1,1,8,8,8,8,8,8,8,8,8,8
220298,1,1,2,2,2,2,2,2,2,2,2,2
220299,1,1,0,0,0,0,0,0,0,0,0,0
220299,2,1,0,0,0,0,0,0,0,0,0,0
220301,0,1,5,5,5,5,5,5,5,5,5,5
220301,1,1,0,0,0,0,0,0,0,0,0,0
220302,1,1,0,0,0,0,0,0,0,0,0,0
220302,2,1,0,0,0,0,0,0,0,0,0,0
220303,1,1,0,0,0,0,0,0,0,0,0,0
220303,2,1,0,0,0,0,0,0,0,0,0,0
220304,1,1,0,0,0,0,0,0,0,0,0,0
220304,2,1,20,0,0,0,0,26,8,0,0,0
220305,1,1,0,0,0,0,0,0,0,0,0,0
220305,2,1,0,0,0,0,0,0,0,0,0,0
220305,3,1,0,0,0,0,0,0,0,0,0,0
220306,1,1,6,6,6,6,6,6,6,6,6,6
220307,1,1,18,18,18,18,18,18,18,18,18,18
220308,1,1,0,0,0,0,0,0,18,0,0,0
220308,2,1,0,0,0,0,0,0,0,0,0,0
220309,1,1,26,26,26,26,26,26,26,26,26,26
220309,2,1,19,19,19,19,19,19,19,19,19,19
220310,0,1,0,0,22,0,20,0,0,0,0,0
220310,1,1,0,0,0,0,0,0,0,0,0,0
220311,1,1,25,25,25,25,25,25,25,25,25,25
220312,0,1,0,0,0,0,0,0,0,0,0,0
220312,1,1,9,9,9,9,9,9,9,9,9,9
220313,1,1,0,0,19,0,0,0,0,0,0,0
220314,1,1,0,0,0,0,0,0,0,0,0,0
220315,1,1,0,0,0,0,0,0,0,0,0,0
220315,2,1,0,0,0,0,0,0,0,0,0,0
220315,3,1,0,0,0,0,0,0,0,0,0,0
220316,1,1,21,21,21,21,21,21,21,21,21,21
220317,1,1,15,15,15,15,15,15,15,15,15,15
220318,1,1,20,20,20,20,20,20,20,20,20,20
220319,1,1,0,14,0,0,0,18,0,28,0,10
220319,2,1,0,0,0,0,0,0,0,0,0,0
220320,1,1,0,0,0,0,0,0,0,0,0,0
220322,0,1,0,0,0,0,0,0,0,0,0,0
220322,1,1,0,0,0,0,0,0,0,0,0,0
220323,1,1,13,11,24,11,18,6,12,13,19,16
220324,1,1,20,0,11,21,11,5,0,15,12,8
220325,1,1,23,23,23,23,23,23,23,23,23,23
220326,1,1,0,0,0,0,0,0,0,0,0,0
220326,2,1,0,0,0,0,0,0,0,0,0,0
220326,3,1,0,0,0,0,0,0,0,0,0,0
220327,1,1,0,0,0,0,0,0,0,0,0,0
220328,1,1,0,0,0,0,0,0,0,0,0,0
220328,2,1,0,0,0,0,0,0,0,0,0,0
220329,1,1,0,0,0,0,39,14,0,0,29,0
220330,1,1,18,18,18,18,18,18,18,18,18,18
220331,1,1,25,25,25,25,25,25,25,25,25,25
220332,1,1,0,0,0,0,0,0,0,0,0,0
220332,2,1,0,0,0,0,0,0,0,0,0,0
220333,1,1,0,0,0,0,0,0,0,0,0,0
220333,2,1,0,0,0,0,0,0,0,0,0,0
220334,1,1,0,0,0,0,0,0,0,0,0,0
220334,2,1,0,0,0,0,0,0,0,0,0,0
220335,0,1,0,0,0,0,0,0,0,0,0,0
220335,1,1,12,12,12,12,12,12,12,12,12,12
220336,1,1,0,0,0,0,0,0,0,0,0,0
220336,2,1,0,0,0,0,0,0,0,0,0,0
220337,1,1,15,15,15,15,15,15,15,15,15,15
220338,1,1,0,0,0,0,0,0,0,0,0,0
220338,2,1,0,0,0,0,0,0,0,0,0,0
220339,1,1,33,33,33,33,33,33,33,33,33,33
220340,1,1,0,0,0,0,0,0,0,0,0,0
220341,1,1,0,0,0,0,0,0,0,0,0,0
220341,2,1,0,0,0,0,0,0,0,0,0,0
220342,1,1,0,0,0,0,0,0,0,0,0,0
220343,1,1,0,0,0,0,0,0,0,0,0,0
220343,2,1,0,0,0,0,0,0,0,0,0,0
220344,0,1,0,0,0,0,0,0,0,0,0,0
220344,1,1,0,0,0,0,0,0,0,0,0,0
220345,1,1,26,26,26,26,26,26,26,26,26,26
220346,1,1,27,27,27,27,27,27,27,27,27,27
220346,2,1,0,0,0,0,0,0,0,0,0,0
220347,1,1,0,0,0,0,0,0,0,0,0,0
220347,2,1,0,0,0,0,0,0,0,0,0,0
220348,1,1,10,10,10,10,10,10,10,10,10,10
220348,2,1,0,0,0,0,0,0,0,0,0,0
220349,1,1,21,21,21,21,21,21,21,21,21,21
220350,1,1,0,0,0,0,0,0,0,0,0,0
220351,0,1,12,12,12,12,12,12,12,12,12,12
220351,1,1,1,1,1,1,1,1,1,1,1,1
220352,1,1,0,0,0,0,0,0,0,0,0,0
220352,2,1,0,0,25,0,0,0,0,0,0,0
220352,3,1,0,0,0,0,0,0,0,0,0,0
220352,4,1,0,0,0,0,0,0,0,0,0,0
220353,1,1,0,0,0,0,0,0,0,0,0,0
220354,1,1,0,0,0,0,0,0,0,0,0,0
220354,2,1,0,0,0,0,0,0,0,0,0,0
220355,1,1,14,0,9,0,0,0,0,0,0,0
220355,2,1,0,0,0,0,0,0,0,0,0,0
220355,3,1,0,0,0,0,17,0,0,0,0,0
220356,1,1,0,0,0,0,0,0,0,0,0,0
220356,2,1,0,0,0,0,0,0,0,0,0,0
220357,1,1,0,0,0,0,0,0,0,0,0,0
220357,2,1,0,0,0,8,0,0,14,0,0,0
220357,3,1,0,0,0,0,0,0,0,0,0,0
220357,4,1,0,0,0,0,0,0,0,0,0,0
220358,1,1,0,0,0,0,0,0,0,0,0,0
220358,3,1,3,0,0,0,0,0,0,0,0,0
220358,4,1,0,0,0,0,0,0,0,0,0,0
220358,5,1,0,0,0,0,0,0,0,0,0,0
220358,6,1,0,15,0,0,0,0,0,0,0,0
220358,7,1,0,0,0,0,0,0,0,0,17,0
220358,8,1,0,0,0,0,0,0,0,0,0,0
220359,0,1,26,26,26,26,26,26,26,26,26,26
220359,1,1,0,0,0,0,0,0,0,0,0,0
220360,1,1,16,16,16,16,16,16,16,16,16,16
220361,1,1,0,0,0,0,0,0,0,0,0,0
220361,2,1,0,0,0,0,0,0,0,0,0,0
220362,1,1,0,0,0,0,0,0,0,0,0,0
220363,1,1,0,0,0,0,0,0,0,0,0,0
220363,2,1,0,0,0,0,0,0,0,0,0,0
220364,1,1,0,0,0,0,0,0,0,0,0,0
220365,1,1,0,0,0,0,0,0,0,0,0,0
220365,2,1,0,0,0,0,0,0,0,0,0,0
220366,0,1,0,0,0,0,0,0,0,0,0,0
220366,1,1,0,0,0,0,0,0,20,21,0,9
220367,0,1,11,11,11,11,11,11,11,11,11,11
220367,1,1,0,0,0,0,0,0,0,0,0,0
220368,0,1,0,0,0,0,0,0,0,0,0,0
220368,1,1,0,0,0,6,0,22,0,16,16,0
220369,1,1,19,19,19,19,19,19,19,19,19,19
220370,1,1,15,14,29,14,35,12,22,27,22,13
220371,1,1,23,23,23,23,23,23,23,23,23,23
220372,1,1,0,0,0,0,0,0,0,0,0,0
220372,2,1,0,0,0,0,0,0,0,0,0,0
220373,1,1,23,23,23,23,23,23,23,23,23,23
220374,0,1,11,11,11,11,11,11,11,11,11,11
220374,1,1,0,0,0,0,0,0,0,0,0,0
220375,1,1,24,24,24,24,24,24,24,24,24,24
220376,1,1,0,0,0,0,0,0,0,0,0,0
220377,1,1,0,0,0,0,0,0,0,0,0,0
220378,1,1,0,0,0,0,0,0,0,0,0,0
220379,1,1,0,0,0,0,0,0,0,0,0,0
220379,2,1,0,0,0,0,0,0,0,0,0,0
220380,1,1,16,16,16,16,16,16,16,16,16,16
220381,1,1,20,20,20,20,20,20,20,20,20,20
220381,2,1,0,0,0,0,0,0,0,0,0,0
220382,1,1,16,16,16,16,16,16,16,16,16,16
220383,1,1,0,0,0,0,0,0,0,0,0,0
220384,0,1,0,0,0,0,0,0,0,0,0,0
220384,1,1,0,0,0,0,0,0,0,0,0,0
220385,1,1,0,0,0,0,0,0,0,0,0,0
220386,1,1,0,0,0,16,24,0,0,0,0,0
220386,2,1,0,0,0,0,0,0,0,0,0,0
220387,1,1,11,17,0,8,0,0,0,0,0,15
220388,1,1,0,0,0,0,0,0,0,0,0,0
220389,1,1,31,31,31,31,31,31,31,31,31,31
220390,1,1,3,3,3,3,3,3,3,3,3,3
220390,2,1,0,0,0,0,0,0,0,0,0,0
220390,3,1,0,0,0,0,0,0,0,0,0,0
220391,1,1,0,0,0,0,0,0,0,0,0,0
220392,1,1,0,0,0,0,0,0,0,0,0,0
220392,2,1,0,0,0,0,0,0,0,0,0,0
220393,1,1,0,0,0,0,0,0,0,0,0,0
220394,1,1,0,0,0,0,0,0,0,0,0,0
220394,2,1,0,0,0,0,0,0,0,0,0,0
220395,1,1,30,20,15,15,22,0,6,0,22,10
220396,1,1,22,22,22,22,22,22,22,22,22,22
220397,1,1,0,0,0,0,0,0,0,0,0,0
220398,0,1,0,0,0,0,0,0,0,0,0,0
220398,0,2,0,0,0,0,0,0,0,0,0,0
220398,1,1,17,17,17,17,17,17,17,17,17,17
220399,1,1,0,0,0,0,0,0,0,0,0,0
220400,1,1,0,0,0,0,0,25,7,0,0,0
220401,1,1,0,0,0,0,0,0,0,0,0,0
220402,1,1,13,13,13,13,13,13,13,13,13,13
220402,2,1,0,0,0,0,0,0,0,0,0,0
220403,0,1,22,22,22,22,22,22,22,22,22,22
220403,1,1,0,0,27,0,14,0,0,0,7,0
220404,1,1,0,0,0,0,0,0,0,0,0,0
220405,1,1,0,0,0,0,0,0,0,0,0,0
220406,1,1,16,16,16,16,16,16,16,16,16,16
220407,1,1,0,0,0,0,0,0,0,0,0,0
220407,2,1,0,0,0,0,0,0,0,0,0,0
220408,0,1,0,0,0,0,0,0,0,0,0,0
220408,1,1,0,0,0,0,0,0,0,0,0,0
220409,0,1,18,18,18,18,18,18,18,18,18,18
220409,1,1,0,0,0,0,0,0,0,0,0,0
220410,0,1,0,0,0,0,0,0,0,0,0,0
220410,1,1,0,0,0,0,0,0,0,0,0,0
220411,1,1,0,0,0,0,0,0,0,0,0,0
220411,2,1,0,0,0,0,0,0,0,0,0,0
220412,1,1,24,24,24,24,24,24,24,24,24,24
220412,2,1,13,0,0,0,13,0,0,5,14,13
220413,1,1,0,0,0,0,0,0,0,0,0,0
220414,1,1,2,2,2,2,2,2,2,2,2,2
220415,1,1,0,0,0,0,0,0,0,0,0,0
220416,1,1,0,0,0,0,0,0,0,0,0,0
220417,1,1,0,0,0,0,0,0,0,0,0,0
220417,2,1,0,14,0,0,0,0,20,0,0,0
220418,1,1,15,15,15,15,15,15,15,15,15,15
220419,0,1,0,0,0,0,0,0,0,0,0,0
